"PROJANO";"NUMSEN";"ORGAO";"ORIGEM";"TIPOLEI";"DATAORIG";"DATAULT";"ULTACAO";"TNJR";"VETO";"NUMLEI";"EMENTA"
"PLN0066/99";"PLN0066/99";"EF";2,00;2;3/11/1999 00:00:00;21/12/1999 00:00:00;"TNJR";"PRO";"NA";9935;"Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de crédito, crédito suplementar no valor de R$ 76.022.300,00, para reforço de dotações consignadas no vigente orçamento (manutenção e desenvolvimento do ensino fundamental e de valorização do magistério - fundefe; beneficio para os estados do espirito santo, minas gerais, pará e roraima)"
"PLN0067/00";"PLN0067/00";"EF";2,00;2;1/11/2000 00:00:00;18/12/2000 00:00:00;"TNJR";"PRO";"NA";10059;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Educação, crédito especial no valor de R$ 19.010.937,00 (dezenove milhões, dez mil, novecentos e trinta e sete reais), para os fins que especifica."
"PLN0067/01";"PLN0067/01";"EF";2,00;2;26/10/2001 00:00:00;15/2/2002 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito suplementar no valor de R$ 114.391.472,00 (cento e quatorze milhões, trezentos e noventa e um mil, quatrocentos e setenta e dois reais), para reforço de dotações consignadas no orçamento vigente."
"PLN0067/02";"PLN0067/02";"EF";2,00;2;24/10/2002 00:00:00;6/12/2002 00:00:00;"TNJR";"PRO";"NA";10584;"Abre ao Orçamento Fiscal da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo, crédito suplementar no valor global de R$ 75.801.806,00 (setenta e cinco milhões, oitocentos e um mil, oitocentos e seis reais), para reforço de dotações consignadas no vigente orçamento."
"PLN0067/04";"PLN0067/04";"EF";2,00;2;14/9/2004 00:00:00;21/12/2004 00:00:00;"TNJR";"PRO";"NA";11026;"Abre ao Orçamento Fiscal da União, em favor do Ministério das Cidades, crédito suplementar no valor de R$ 3.561.600,00 (três milhões, quinhentos e sessenta e um mil e seiscentos reais), para reforço de dotação consignada na Lei Orçamentária vigente, e dá outras providências."
"PLN0067/05";"PLN0067/05";"EF";2,00;2;17/10/2005 00:00:00;21/12/2005 00:00:00;"TNJR";"PRO";"NA";11223;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor global de R$ 13.494.639,00 (treze milhões, quatrocentos e noventa e quatro mil, seiscentos e trinta e nove reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0067/08";"PLN0067/08";"EF";2,00;2;16/10/2008 00:00:00;22/12/2008 00:00:00;"TNJR";"SUE";"NA";11870;"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito suplementar no valor de R$ 682.155.812,00 (seiscentos e oitenta e dois milhões, cento e cinqüenta e cinco mil, oitocentos e doze reais), para reforço de dotações constantes da Lei Orçamentária vigente. (Volume - III)"
"PLN0067/09";"PLN0067/09";"EF";2,00;2;15/10/2009 00:00:00;11/12/2009 00:00:00;"TNJR";"PRO";"NA";12115;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor das Justiças Eleitoral e do Trabalho e de diversos órgãos do Poder Executivo, crédito suplementar no valor global de R$ 38.168.091,00 (trinta e oito milhões, cento e sessenta e oito mil, noventa e um reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0067/10";"PLN0067/10";"EF";2,00;2;18/10/2010 00:00:00;3/5/2011 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor da Justiça do Trabalho, crédito especial no valor de R$ 15.000,00 (quinze mil reais), para o fim que especifica."
"PLN0067/89";"PLN0067/89";"EF";2,00;2;24/10/1989 00:00:00;5/12/1989 00:00:00;"TNJR";"PRO";"NA";7903;"AUTORIZA O PODER EXECUTIVO A ABRIR AO MINISTERIO DO DESENVOLVIMENTO DA INDUSTRIA E DO COMERCIO, CREDITO SUPLEMENTAR ATE O LIMITE DE NCZ 323.370.807,00 (TREZENTOS E VINTE E TRES MILHÕES, TREZENTOS E SETENTA MIL OITOCENTOS E SETE CRUZADOS NOVOS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/91";"PLN0067/91";"EF";2,00;2;6/11/1991 00:00:00;27/12/1991 00:00:00;"TNJR";"PRO";"NA";8347;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO CREDITO SUPLEMENTAR NO VALOR DE CR 1.434.401.000,00 (UM BILHÃO, QUATROCENTOS E TRINTA E QUATRO MILHÕES, QUATROCENTOS E UM MIL CRUZEIROS), PARA OS FINS QUE ESPECIFICA.(MATERIA APRECIADA DURANTE A CONVOCAÇÃO EXTRAORDINARIA DO CONGRESSO NACIONAL, NO PERIODO DE 17 A 20 DE DEZEMBRO DE 1991)."
"PLN0067/92";"PLN0067/92";"EF";2,00;2;13/11/1992 00:00:00;1/12/1992 00:00:00;"TNJR";"PRE";"NA";8513;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO CREDITO SUPLEMENTAR NO VALOR DE CR 98.670.000.000,00 (NOVENTA E OITO BILHÕES, SEISCENTOS E SETENTA MILHÕES DE CRUZEIROS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/93";"PLN0067/93";"EF";2,00;2;28/10/1993 00:00:00;21/12/1993 00:00:00;"TNJR";"PRO";"NA";8777;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO, EM FAVOR DO MINISTERIO DA EDUÇÃO E DO DESPORTO, CREDITO SUPLEMENTAR NO DE CR 1.964.074.943,00 (HUM BILHÃO, NOVECENTOS E SESSENTA E QUATRO MILHÕES, SETENTA E QUATRO MIL, NOVECENTOS E QUARENTA E TRES CRUZEIROS REAIS), PARA OS FINS QUE ESPECIFICA. (MEC: CENTRO FEDERAL DE EDUCAÇÃO TECNOLOGICA CELSO SUCKOW DA FONSECA; ESCOLA DE FARMACIA E ODONTOLOGIA DE ALFENAS; ESCOLA SUPERIOR DE AGRICULTURA DE MOSSORO; FUNDAÇÃO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO)."
"PLN0067/95";"PLN0067/95";"EF";2,00;2;24/10/1995 00:00:00;1/11/1995 00:00:00;"TNJR";"PRO";"NA";9124;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DE DIVERSOS ORGÃOS DOS PODERES LEGISLATIVO, JUDICIARIO E EXECUTIVO, CREDITOS ADICIONAIS ATE O LIMITE DE R$ 922.593.453,00 (NOVECENTOS E VINTE E DOIS MILHÕES, QUINHENTOS E NOVENTA E TRES MIL, QUATROCENTOS E CINQUENTA E TRES REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/96";"PLN0067/96";"EF";2,00;2;31/10/1996 00:00:00;12/12/1996 00:00:00;"TNJR";"PRO";"NA";9356;" AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA CULTURA, CREDITO SUPLEMENTAR NO VALOR DE R$ 39.228,00 (TRINTA E NOVE MIL, DUZENTOS E VINTE E OITO REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/97";"PLN0067/97";"EF";2,00;2;30/10/1997 00:00:00;18/12/1997 00:00:00;"TNJR";"PRO";"NA";9571;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DO MINISTERIO DA SAUDE E DO MINISTERIO DO TRABALHO, CREDITO SUPLEMENTAR NO VALOR GLOBAL DE R$ 266.063.703,00 (DUZENTOS E SESSENTA E SEIS MILHÕES, SESSENTA E TRES MIL, SETECENTOS E TRES REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/98";"PLN0067/98";"EF";2,00;2;10/11/1998 00:00:00;11/12/1998 00:00:00;"TNJR";"PRO";"NA";9741;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA EDUCAÇÃO E DO DESPORTO, CREDITO SUPLEMENTAR NO VALOR DE R$ 44.000.000,00 (QUARENTA E QUATRO MILHÕES REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0067/99";"PLN0067/99";"EF";2,00;2;29/10/1999 00:00:00;13/12/1999 00:00:00;"TNJR";"PRO";"NA";9892;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Senado Federal, do Ministério das Relações Exteriores e do Ministério da Defesa, crédito suplementar no valor global de R$ 115.771.900,00, para reforço de dotações constantes dos orçamentos vigentes. (senado federal, da administração direta do mre e do fundo de administração do hospital das forças armadas)."
"PLN0068/00";"PLN0068/00";"EF";2,00;2;1/11/2000 00:00:00;18/12/2000 00:00:00;"TNJR";"PRO";"NA";10060;"Abre ao Orçamento Fiscal da União, em favor do Ministério do Esporte e Turismo, crédito especial no valor de R$ 6.120.000,00 (seis milhões, cento e vinte mil reais), para os fins que especifica.(ESPORTE SOLIDÁRIO, REESTRUTURAÇÃO DO SISTEMA PENITENCIÁRIO)."
"PLN0068/01";"PLN0068/01";"EF";2,00;2;29/10/2001 00:00:00;27/12/2001 00:00:00;"TNJR";"PRO";"NA";10371;"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito suplementar no valor de R$ 81.753,00 (oitenta e um mil, setecentos e cinqüenta e três reais), para reforço de dotações constante do orçamento vigente."
"PLN0068/02";"PLN0068/02";"EF";2,00;2;29/10/2002 00:00:00;24/12/2002 00:00:00;"TNJR";"PRO";"NA";10616;" 	Abre ao Orçamento de Investimento, para 2002, em favor de diversas empresas estatais federais, crédito suplementar no valor total de R$ 14.997.502,00 (quatorze milhões, novecentos e noventa e sete mil, quinhentos e dois reais), para os fins que especifica."
"PLN0068/04";"PLN0068/04";"EF";2,00;2;14/9/2004 00:00:00;5/10/2004 00:00:00;"RTPA";"NA";"NA";-1;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério de Minas e Energia, do Ministério dos Transportes, de Operações Oficiais de Crédito e da Reserva de Contingência, crédito suplementar no valor global de R$ 720.999.610,00, (setecentos e vinte milhões, novecentos e noventa e nove mil, seiscentos e dez reais), para reforço de dotações contantes da Lei Orçamentária vigente."
"PLN0068/05";"PLN0068/05";"EF";2,00;2;18/10/2005 00:00:00;21/12/2005 00:00:00;"TNJR";"PRO";"NA";11224;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor global de R$ 422.272.976,00 (quatrocentos e vinte e dois milhões, duzentos e setenta e dois mil, novecentos e setenta e seis reais), para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências."
"PLN0068/08";"PLN0068/08";"EF";2,00;2;16/10/2008 00:00:00;16/12/2008 00:00:00;"TNJR";"PRE";"NA";11858;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional, crédito especial no valor de R$ 20.330.349,00 (vinte milhões, trezentos e trinta mil, trezentos e quarenta e nove reais), para o fim que especifica."
"PLN0068/09";"PLN0068/09";"EF";2,00;2;15/10/2009 00:00:00;4/1/2010 00:00:00;"TNJR";"PRO";"NA";12170;"Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 350.000.000,00 (trezentos e cinquenta milhões de reais) para reforço de dotação constante da Lei Orçamentária vigente."
"PLN0068/10";"PLN0068/10";"EF";2,00;2;18/10/2010 00:00:00;3/5/2011 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento de Investimento para 2010, em favor de empresas estatais, crédito especial no valor total de R$ 113.992.079,00 (cento e treze milhões, novecentos e noventa e dois mil e setenta e nove reais), para os fins que especifica."
"PLN0068/89";"PLN0068/89";"EF";2,00;2;26/10/1989 00:00:00;27/12/1989 00:00:00;"TNJR";"PRE";"NA";7980;"  AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA EDUCAÇÃO, CREDITOS SUPLEMENTARES ATE O LIMITE DE CNZ 562.477.000,00 (QUINHENTOS E SESSENTA E DOIS MILHÕES E QUATROCENTOS E SETENTA E SETE CRUZADOS NOVOS)."
"PLN0068/91";"PLN0068/91";"EF";2,00;2;11/11/1991 00:00:00;26/12/1991 00:00:00;"TNJR";"PRO";"NA";8330;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITO SUPLEMENTAR NO VALOR DE CR 1.026.451.000,00 (HUM BILHÃO, VINTE E SEIS MILHÕES, QUATROCENTOS E CINQUENTA E UM MIL CRUZEIROS), PARA OS FINS QUE ESPECIFICA.(MATERIA APRECIADA DURANTE A CONVOCAÇÃO EXTRAORDINARIA DO CONGRESSO NACIONAL, NO PERIODO DE 17 A 20 DEZEMBRO DE 1991)."
"PLN0068/92";"PLN0068/92";"EF";2,00;2;19/11/1992 00:00:00;30/12/1992 00:00:00;"TNJR";"SUB";"NA";8580;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO, EM FAVOR DO MINISTERIO DA EDUCAÇÃO, CREDITO SUPLEMENTAR NO VALOR DE CR 42.408.409.000,00 (QUARENTA E DOIS BILHÕES, QUATROCENTOS E OITO MILHÕES E QUATROCENTOS E NOVE MIL CRUZEIROS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/93";"PLN0068/93";"EF";2,00;2;28/10/1993 00:00:00;21/12/1993 00:00:00;"TNJR";"PRO";"NA";8778;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO, EM FAVOR DO MINISTERIO DA AGRICULTURA, DO ABASTECIMENTO E DA REFORMA AGRARIA, CREDITO SUPLEMENTAR NO VALOR DE CR 75.988.089,00 (SETENTA E CINCO MILHÕES, NOVENCENTOS E OITENTA E OITO MIL E OITENTA E NOVE CRUZEIROS REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/95";"PLN0068/95";"EF";2,00;2;31/10/1995 00:00:00;20/12/1995 00:00:00;"TNJR";"PRO";"NA";9175;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA AERONAUTICA, CREDITO SUPLEMENTAR NO VALOR DE R$ 28.950.416,00 (VINTE E OITO MILHÕES, NOVECENTOS E CINQUENTA MIL, QUATROCENTOS E DEZESSEIS REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/96";"PLN0068/96";"EF";2,00;2;31/10/1996 00:00:00;19/12/1996 00:00:00;"TNJR";"SUB";"NA";9388;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DO GABINETE DO MINISTRO EXTRAORDINARIO DOS ESPORTES, CREDITO SUPLEMENTAR NO VALOR DE R$ 11.000.000,00 (ONZE MILHÕES DE REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/97";"PLN0068/97";"EF";2,00;2;30/10/1997 00:00:00;26/12/1997 00:00:00;"TNJR";"SUB";"NA";9596;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DO MINISTERIO DOS TRANSPORTES, CREDITO SUPLEMENTAR NO VALOR DE R$ 64.393.596,00 (SESSENTA E QUATRO MILHÕES, TREZENTOS E NOVENTA E TRES MIL, QUINHENTOS E NOVENTA E SEIS REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/98";"PLN0068/98";"EF";2,00;2;10/11/1998 00:00:00;16/12/1998 00:00:00;"TNJR";"PRO";"NA";9754;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA EDUCAÇÃO E DO DESPORTO, CREDITO ESPECIAL ATE O LIMITE DE R$ 36.045.482,00 (TRINTA E SEIS MILHÕES, E QUARENTA E CINCO MIL, QUATROCENTOS E OITENTA E DOIS REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0068/99";"PLN0068/99";"EF";2,00;2;3/11/1999 00:00:00;13/12/1999 00:00:00;"TNJR";"PRO";"NA";9893;"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito suplementar no valor de R$ 124.924.041,00, para os fins que especifica. (para os municipios não contemplados pelo processo de votação eletronica, com menos de 40.500 (QUARENTA MIL E QUINHENTOS ELEITORES), com execeção dos estados do rio de janeiro, alagoas, amapa, roraima e distrito federal)."
"PLN0069/00";"PLN0069/00";"EF";2,00;2;1/11/2000 00:00:00;23/12/2000 00:00:00;"TNJR";"SUE";"NA";10153;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor da Presidência da República, do Ministério de Minas e Energia, do Ministério do Meio Ambiente e do Ministério da Integração Nacional, crédito suplementar no valor global de R$ 53.207.913,00 (cinqüenta e três milhões, duzentos e sete mil, novecentos e treze reais), para reforço de dotações constantes dos orçamentos vigentes."
"PLN0069/01";"PLN0069/01";"EF";2,00;2;29/10/2001 00:00:00;27/12/2001 00:00:00;"TNJR";"PRO";"NA";10372;" 	Abre ao Orçamento Fiscal da União, em favor de diversos órgãos do Poder Executivo, crédito suplementar no valor global de R$ 85.314.967,00 (oitenta e cinco milhões, trezentos e quatorze mil, novecentos e sessenta e sete reais), para reforço de dotações consignadas no orçamento vigente."
"PLN0069/02";"PLN0069/02";"EF";2,00;2;30/10/2002 00:00:00;20/11/2002 00:00:00;"TNJR";"PRO";"NA";10567;" 	Abre ao Orçamento de Investimento, para 2002, em favor de diversas empresas estatais federais, crédito suplementar no valor total de R$ 8.748.277,00 (oito milhões, setecentos e quarenta e oito mil e duzentos e setenta e sete reais), para os fins que especifica."
"PLN0069/04";"PLN0069/04";"EF";2,00;2;14/9/2004 00:00:00;6/10/2004 00:00:00;"TNJR";"PRO";"NA";10959;" 	Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Educação, crédito suplementar no valor global de R$ 130.000.000,00, (cento e trinta milhões de reais), para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências."
"PLN0069/05";"PLN0069/05";"EF";2,00;2;17/10/2005 00:00:00;27/12/2005 00:00:00;"TNJR";"SUB";"NA";11253;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Fazenda, do Desenvolvimento, Indústria e Comercio Exterior e do Turismo, de Encargos Financeiros da União, de Transferências a Estados, Distrito Federal e Municípios, de Operações Oficiais de Crédito e da Reserva de Contingência, crédito suplementar no valor global de R$ 826.471.725,00 (oitocentos e vinte e seis milhões, quatrocentos e setenta e um mil, setecentos e vinte e cinco reais), para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências."
"PLN0069/08";"PLN0069/08";"EF";2,00;2;16/10/2008 00:00:00;24/12/2008 00:00:00;"TNJR";"SUB";"NA";11885;"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito especial no valor de R$ 7.678.214,00 (sete milhões, seiscentos e setenta e oito mil, duzentos e quatorze reais), para os fins que especifica."
"PLN0069/09";"PLN0069/09";"EF";2,00;2;15/10/2009 00:00:00;22/12/2009 00:00:00;"TNJR";"PRO";"NA";12148;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Ciência e Tecnologia, crédito especial no valor de R$ 6.250.000,00 (seis milhões, duzentos e cinquenta mil reais), para os fins que especifica."
"PLN0069/10";"PLN0069/10";"EF";2,00;2;18/10/2010 00:00:00;3/5/2011 00:00:00;"PRJD";"NA";"NA";-1;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia, da Educação, da Cultura e do Esporte, crédito suplementar no valor global de R$ 165.697.394,00 (cento e sessenta e cinco milhões, seiscentos e noventa e sete mil e trezentos e noventa e quatro reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0069/89";"PLN0069/89";"EF";2,00;2;7/11/1989 00:00:00;16/11/1989 00:00:00;"TNJR";"PRE";"NA";7880;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITOS ADICIONAIS ATE O LIMITE DE NCZ 42.759.506.000,00 (QUARENTA E DOIS BILHÕES, SETECENTOS E CINQUENTA E NOVE MILHÕES, QUINHENTOS E SEIS MIL CRUZADOS NOVOS), E DA OUTRAS PROVIDENCIAS."
"PLN0069/91";"PLN0069/91";"EF";2,00;2;13/11/1991 00:00:00;30/12/1991 00:00:00;"TNJR";"SUE";"NA";8382;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITOS ADICIONAIS NO VALOR DE CR 73.414.749.000,00 (SETENTA E TRES BILHÕES, QUATROCENTOS E QUATORZE MILHÕES, SETECENTOS E QUARENTA E NOVE MIL CRUZEIROS), PARA OS FINS QUE ESPECIFICA. (MATERIA APRECIADA DURANTE A CONVOCAÇÃO EXTRAORDINARIA DO CONGRESSO NACIONAL, NO PERIODO DE 17 DE 20 DE DEZEMBRO DE 1991)."
"PLN0069/92";"PLN0069/92";"EF";2,00;2;19/11/1992 00:00:00;26/11/1992 00:00:00;"TNJR";"PRE";"NA";8496;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DA PRESIDENCIA DA REPUBLICA - SECRETARIA DO DESENVOLVIMENTO REGIONAL, CREDITO SUPLEMENTAR NO VALOR DE CR 100.000.000.000,00 (CEM BILHÕES DE CRUZEIROS), PARA OS FINS QUE ESPECIFICA."
"PLN0069/93";"PLN0069/93";"EF";2,00;2;28/10/1993 00:00:00;27/12/1993 00:00:00;"TNJR";"SUB";"NA";8840;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA AGRICULTURA, DO ABASTECIMENTO E DA REFORMA AGRARIA, CREDITOS ADICIONAIS ATE O LIMITE DA CR 3.962.689.130,00 (TRES BILHÕES, NOVECENTOS E SESSENTA E DOIS MILHÕES, SEISCENTOS E OITENTE A NOVE MIL, CENTRO E TRINTA CRUZEIROS REIAS), PARA OS FINS QUE ESPECIFICA (APROVADO SUBSTITUTIVO, NO VALOR DO CREDITO ATE O LIMITE DE CR 3.829.717.756,00 (TRES BILHÕES, OITOCENTOS E VINTE E NOVE MILHÕES, SETECENTOS E DEZESSETE MIL, SETECENTOS E CINQUENTA E SEIS CRUZEIROS REAIS"
"PLN0069/95";"PLN0069/95";"EF";2,00;2;31/10/1995 00:00:00;22/12/1995 00:00:00;"TNJR";"PRO";"NA";9199;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO DE INVESTIMENTO, EM FAVOR DE DIVERSAS EMPRESAS ESTATAIS, CREDITO SUPLEMENTAR, NO VALOR DE R$ 799.754.098,00 (SETECENTOS E NOVENTA E NOVE MILHÕES, SETECENTOS E CINQUENTA E QUATRO MIL E NOVENTA E OITO REAIS), PARA OS FINS QUE ESPECIFICA. (DESTINAÇÃO DESTE CREDITO SUPLEMENTAR AS EMPRESAS ESTATAIS: ALUMINIO BRASILEIRO S/A; RIO DOCE FINANSE LTD.; SEAMAR SHIPPING CORPORATION)."
"PLN0069/96";"PLN0069/96";"EF";2,00;2;31/10/1996 00:00:00;19/12/1996 00:00:00;"TNJR";"SUB";"NA";9389;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS DA UNIÃO, EM FAVOR DO MINISTERIO DA CULTURA E DO GABINETE DO MINISTRO EXTRAORDINARIO DOS ESPORTES, CREDITO SUPLEMENTAR NO VALOR DE R$ 1.755.045,00 (HUM MILHÃO, SETECENTOS E CINQUENTA E CINCO MIL E QUARENTA E CINCO REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0069/97";"PLN0069/97";"EF";2,00;2;30/10/1997 00:00:00;19/12/1997 00:00:00;"TNJR";"SUB";"NA";9588;"AUTORIZA O PODER EXECUTIVO A ABRIR AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DA JUSTIÇA ELEITORAL, DO MINISTERIO DA EDUCAÇÃO E DO DESPORTO E DO MINISTERIO DO MEIO AMBIENTE, DOS RECURSOS HIDRICOS E DA AMAZONIA LEGAL, CREDITO SUPLEMENTAR NO VALOR GLOBAL DE R$ 211.070.699,00 (DUZENTOS E ONZE MILHÕES, SETENTA MIL E SEISCENTOS E NOVENTA E NOVE REAIS), PARA OS FINS QUE ESPECIFICA. (ABERTURA AOS ORÇAMENTO FISCAL E ORÇAMENTO DA SEGURIDADE SOCIAL DE CREDITO SUPLEMENTAR: TRANSFERENCIAS CONSTITUCIONAIS - RECURSOS SOB SUPERVISÃO DO MINISTERIO DA FAZENDA)."
"PLN0069/98";"PLN0069/98";"EF";2,00;2;10/11/1998 00:00:00;1/12/1998 00:00:00;"TNJR";"PRO";"NA";9729;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, CREDITO ESPECIAL ATE O LIMITE DE R$ 450.000.000,00 (QUATROCENTOS CINQUENTA MILHÕES DE REAIS), EM FAVOR DE TRANSFERENCIAS A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS - RECURSOS SOB SUPERVISÃO DO MINISTERIO DA FAZENDA."
"PLN0069/99";"PLN0069/99";"EF";2,00;2;3/11/1999 00:00:00;5/1/2000 00:00:00;"TNJR";"SUE";"NA";9949;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Executivo, crédito suplementar no valor global de R$ 138.930.729,00, para reforço de dotações consignadas nos vigentes orçamentos (cÂMARA DOS DEPUTADOS, SENADO, TRUBUNAL DE CONTAS DA UNIÃO, PRESIDÊNCIA DA REPÚBLICA, MINISTÉRIO DA JUSTIÇA, MINISTÉRIO DA INTEGRAÇÃO NACIONAL)."
"PLN006A/91";"PLN006A/91";"EF";2,00;2;27/5/1991 00:00:00;8/7/1991 00:00:00;"TNJR";"SUB";"NA";8205;"AUTORIZA A EMISSÃO EXTRAORDINARIA DE TITULOS PUBLICOS FEDERAIS, NO MONTANTE DE CR 205.500.000.000,00 (DUZENTOS E CINCO BILHÕES E QUINHENTOS MILHÕES DE CRUZEIROS) E A ABERTURA DE CREDITOS ADICIONAIS, EM FAVOR DA UNIDADE 'RECURSOS SOB A SUPERVISÃO DO MINISTERIO DA ECONOMIA, FAZENDA E PLANEJAMENTO', NO MONTANTE DE ATE CR 302.100.000.000,00 (TREZENTOS E DOIS BILHÕES E CEM MILHÕES DE CRUZEIROS)."
"PLN0070/00";"PLN0070/00";"EF";2,00;2;1/11/2000 00:00:00;18/12/2000 00:00:00;"TNJR";"PRO";"NA";10061;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Agricultura e do Abastecimento, crédito suplementar no valor de R$ 6.500.000,00 (seis milhões e quinhentos mil reais), para reforço de dotações consignadas no vigente orçamento."
"PLN0070/01";"PLN0070/01";"EF";2,00;2;29/10/2001 00:00:00;13/12/2001 00:00:00;"TNJR";"PRO";"NA";10323;" Abre ao Orçamento Fiscal da União, em favor do Ministério das Relações Exteriores, crédito suplementar no valor de R$ 94.894.000,00 (noventa e quatro milhões, oitocentos e noventa e quatro mil reais), para reforço de dotações consignadas no vigente orçamento."
